OMZY33A74I4CRD474D4CB3YEBLLX4KIL,113441441,34291
OMZY33A74I4CRD474D4CB3YEBLLX4KIL,176250578,14606
OMZY33A74I4CRD474D4CB3YEBLLX4KIL,247680574,12921
OMZY33A74I4CRD474D4CB3YEBLLX4KIL,342521288,11120
OMZY33A74I4CRD474D4CB3YEBLLX4KIL,469929102,10849
OMZY33A74I4CRD474D4CB3YEBLLX4KIL,561211041,8770
OMZY33A74I4CRD474D4CB3YEBLLX4KIL,639288369,28352
OMZY33A74I4CRD474D4CB3YEBLLX4KIL,725797535,28769
OMZY33A74I4CRD474D4CB3YEBLLX4KIL,798101968,13938
OMZY33A74I4CRD474D4CB3YEBLLX4KIL,852474379,8793
OMZY33A74I4CRD474D4CB3YEBLLX4KIL,951892756,12679
O376IXWH56U366KIGFPTMBPZCLW2YU3P,83951949,20209
O376IXWH56U366KIGFPTMBPZCLW2YU3P,176750935,7033
O376IXWH56U366KIGFPTMBPZCLW2YU3P,290811311,14311
O376IXWH56U366KIGFPTMBPZCLW2YU3P,382075996,7397
O376IXWH56U366KIGFPTMBPZCLW2YU3P,474593035,15872
O376IXWH56U366KIGFPTMBPZCLW2YU3P,556003868,14503
O376IXWH56U366KIGFPTMBPZCLW2YU3P,613265981,18570
O376IXWH56U366KIGFPTMBPZCLW2YU3P,696603998,11011
O376IXWH56U366KIGFPTMBPZCLW2YU3P,781267191,6232
O376IXWH56U366KIGFPTMBPZCLW2YU3P,902853048,6982
YLW7D5NZGFYA54SBM2P4N5BHK7TEYBN2,120337761,48240
YLW7D5NZGFYA54SBM2P4N5BHK7TEYBN2,204590017,39770
YLW7D5NZGFYA54SBM2P4N5BHK7TEYBN2,266227599,34490
YLW7D5NZGFYA54SBM2P4N5BHK7TEYBN2,424456271,3544
YLW7D5NZGFYA54SBM2P4N5BHK7TEYBN2,785640454,2553
YLW7D5NZGFYA54SBM2P4N5BHK7TEYBN2,897372000,4420
A3LPV2HA7YKZPOQ72TJ3VL4BPCAEIRKQ,68165046,3311
A3LPV2HA7YKZPOQ72TJ3VL4BPCAEIRKQ,155214491,6020
A3LPV2HA7YKZPOQ72TJ3VL4BPCAEIRKQ,249616763,2402
A3LPV2HA7YKZPOQ72TJ3VL4BPCAEIRKQ,327536760,13890
A3LPV2HA7YKZPOQ72TJ3VL4BPCAEIRKQ,417771797,1587
A3LPV2HA7YKZPOQ72TJ3VL4BPCAEIRKQ,507895988,8422
A3LPV2HA7YKZPOQ72TJ3VL4BPCAEIRKQ,586665447,18854
A3LPV2HA7YKZPOQ72TJ3VL4BPCAEIRKQ,673585387,2113
A3LPV2HA7YKZPOQ72TJ3VL4BPCAEIRKQ,755591777,2472
A3LPV2HA7YKZPOQ72TJ3VL4BPCAEIRKQ,882069294,17404
DN3ZC5T4VRXIKBM3VRK36X42T7JDXARI,82485095,5322
DN3ZC5T4VRXIKBM3VRK36X42T7JDXARI,177609573,66981
DN3ZC5T4VRXIKBM3VRK36X42T7JDXARI,378788457,12137
DN3ZC5T4VRXIKBM3VRK36X42T7JDXARI,493433148,16505
DN3ZC5T4VRXIKBM3VRK36X42T7JDXARI,580223521,14799
DN3ZC5T4VRXIKBM3VRK36X42T7JDXARI,718984784,31970
DN3ZC5T4VRXIKBM3VRK36X42T7JDXARI,777133600,3016
