X2VFWHFLJVNMMDKOBCIIXPGNZUWESPPZ,29913,6177
X2VFWHFLJVNMMDKOBCIIXPGNZUWESPPZ,130193589,17099
X2VFWHFLJVNMMDKOBCIIXPGNZUWESPPZ,254073872,37814
X2VFWHFLJVNMMDKOBCIIXPGNZUWESPPZ,658259416,12443
X2VFWHFLJVNMMDKOBCIIXPGNZUWESPPZ,687762485,15820
U3NJSXXTZ4NCLKLXO44AB2MHORCHB3GO,37831,12489
U3NJSXXTZ4NCLKLXO44AB2MHORCHB3GO,127407304,22403
U3NJSXXTZ4NCLKLXO44AB2MHORCHB3GO,267062979,18812
U3NJSXXTZ4NCLKLXO44AB2MHORCHB3GO,310315345,23291
U3NJSXXTZ4NCLKLXO44AB2MHORCHB3GO,479769574,27335
U3NJSXXTZ4NCLKLXO44AB2MHORCHB3GO,632375025,14565
U3NJSXXTZ4NCLKLXO44AB2MHORCHB3GO,652405455,20794
U3NJSXXTZ4NCLKLXO44AB2MHORCHB3GO,738833931,24300
U3NJSXXTZ4NCLKLXO44AB2MHORCHB3GO,824990977,16574
U3NJSXXTZ4NCLKLXO44AB2MHORCHB3GO,948992354,13364
U3NJSXXTZ4NCLKLXO44AB2MHORCHB3GO,1142261039,64614
U3NJSXXTZ4NCLKLXO44AB2MHORCHB3GO,1197081453,11894
G5RLQR46YYDJPVARN7P7WWM3QU2WPSPI,44433,9969
G5RLQR46YYDJPVARN7P7WWM3QU2WPSPI,91637774,16836
G5RLQR46YYDJPVARN7P7WWM3QU2WPSPI,172668969,20039
G5RLQR46YYDJPVARN7P7WWM3QU2WPSPI,275220621,16554
G5RLQR46YYDJPVARN7P7WWM3QU2WPSPI,469837206,47942
G5RLQR46YYDJPVARN7P7WWM3QU2WPSPI,544136056,12046
G5RLQR46YYDJPVARN7P7WWM3QU2WPSPI,602291158,13011
G5RLQR46YYDJPVARN7P7WWM3QU2WPSPI,732092837,33320
G5RLQR46YYDJPVARN7P7WWM3QU2WPSPI,775453885,17075
G5RLQR46YYDJPVARN7P7WWM3QU2WPSPI,864545222,10635
G5RLQR46YYDJPVARN7P7WWM3QU2WPSPI,954216976,20864
